SMILES
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Mn]
[Mn]
[Mn]
[Mn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Mn]
[Mn]
[Mn]
[Mn]
[C]
[C]
[C]
[C]
[Zr]
[Zr]
[Zn]
[Zn]
[Zr]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Co]
[Ni]
[Cu]
[Mn]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Ni]
[Ni]
[Ni]
[Ni]
[Ti]
[Ti]
[Ti]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Cu]
[Cu]
[Cu]
[Cu]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Al]
[Al]
[Al]
[Al]
[Hg]
[Hg]
[Hg]
[Hg]
[Hg]
[Hg]
[Sr]
[Sr]
[Sr]
[Sr]
[Sr]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Sr]
[Sr]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Ti]
[Ti]
[Ti]
[Ti]
[Zn]
[Zn]
[Zn]
[Sn]
[Sn]
[Zr]
[Zr]
[Zr]
[Zr]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[V]
[V]
[Ca]
[Ca]
[Ca]
[Ca]
[Ca]
[Ti]
[Ti]
[Ti]
[Ti]
[Ti]
[Ti]
[Cu]
[Mo]
[Mo]
[Zr]
[Zr]
[Zr]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Al]
[Al]
[Al]
[Al]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Ag]
[Ag]
[Ag]
[Ag]
[Ti]
[Sn]
[Sn]
[Sn]
[C]
[C]
[C]
[C]
[C]
