SMILES
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Mn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Mn]
[Mn]
[Mn]
[Mn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Mn]
[Mn]
[Mn]
[Mn]
[C]
[C]
[C]
[C]
[Zr]
[Zr]
[Zn]
[Zn]
[Zr]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Co]
[Ni]
[Cu]
[Mn]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Co]
[Co]
[Co]
[Co]
[Ti]
[Ti]
[Ti]
[Te]
[Bi]
[Bi]
[Bi]
[Cu]
[Cu]
[Cu]
[Mn]
[Mn]
[Al]
[Al]
[Ni]
[Ni]
[Sn]
[Sn]
[Sn]
[Sn]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Al]
[Hg]
[Hg]
[Hg]
[Hg]
[Hg]
[Hg]
[Ti]
[Ti]
[Ti]
[Ti]
[Ti]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Nb]
[Ti]
[Ti]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[Zn]
[Zn]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zr]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Ti]
[Ti]
[Ti]
[Ti]
[Zn]
[Zn]
[Zn]
[Sn]
[Sn]
[Zr]
[Zr]
[Zr]
[Zr]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[C]
[V]
[V]
[Ca]
[Ca]
[Ca]
[Ca]
[Ca]
[Ti]
[Ti]
[Cu]
[Cu]
[Cu]
[Ti]
[Cu]
[Mo]
[Mo]
[Na]
[Na]
[Na]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Cu]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Ce]
[Al]
[Al]
[Al]
[Al]
[Sn]
[Sn]
[Sn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Zn]
[Ag]
[Ag]
[Ag]
[Ag]
[Ti]
[Sn]
[Sn]
[Sn]
[C]
[C]
[C]
[C]
[C]
